Vendedor,País,Produto,Data,Valor,Caixas Enviadas,Valor_por_Caixa,Ano,Mes
Brien Boise,Australia,Fruit & Nut Bars,2023-06-06,8558.59,24,356.60791666666665,2023,6
Dotty Strutley,Australia,Drinking Coco,2023-07-19,94.19,145,0.6495862068965517,2023,7
Beverie Moffet,USA,Raspberry Choco,2023-04-19,16223.83,87,186.48080459770114,2023,4
Marney O'Breen,India,85% Dark Bars,2023-07-19,2439.06,175,13.937485714285714,2023,7
Jehu Rudeforth,Canada,Drinking Coco,2023-07-15,466.65,23,20.289130434782606,2023,7
Ches Bonnell,New Zealand,Spicy Special Slims,2023-02-14,4044.24,18,224.67999999999998,2023,2
Brien Boise,Canada,99% Dark & Pure,2023-05-18,17675.28,446,39.63067264573991,2023,5
Barr Faughny,Australia,Fruit & Nut Bars,2023-06-30,17280.98,58,297.94793103448274,2023,6
Andria Kimpton,Australia,50% Dark Bites,2023-06-02,5091.78,219,23.250136986301367,2023,6
Andria Kimpton,Australia,Drinking Coco,2023-06-28,1657.2,49,33.820408163265306,2023,6
Marney O'Breen,Australia,Organic Choco Syrup,2023-05-16,305.79,189,1.617936507936508,2023,5
Kelci Walkden,Canada,Baker's Choco Chips,2023-05-26,3377.41,325,10.392030769230768,2023,5
Karlen McCaffrey,India,Almond Choco,2023-07-06,6188.62,157,39.41796178343949,2023,7
Oby Sorrel,India,99% Dark & Pure,2023-05-27,10914.36,11,992.2145454545455,2023,5
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2023-04-14,2342.07,12,195.1725,2023,4
Van Tuxwell,Australia,Organic Choco Syrup,2023-08-10,21762.8,15,1450.8533333333332,2023,8
Camilla Castle,India,50% Dark Bites,2023-07-04,10539.54,398,26.48125628140704,2023,7
Oby Sorrel,India,Organic Choco Syrup,2023-07-08,6665.87,60,111.09783333333333,2023,7
Jan Morforth,USA,Peanut Butter Cubes,2023-07-22,9605.11,98,98.01132653061225,2023,7
Gigi Bohling,USA,Choco Coated Almonds,2023-03-02,13018.0,103,126.3883495145631,2023,3
Gigi Bohling,UK,Almond Choco,2023-01-10,6046.4,10,604.64,2023,1
Jehu Rudeforth,New Zealand,White Choc,2023-03-11,3078.33,231,13.326103896103897,2023,3
Andria Kimpton,New Zealand,Peanut Butter Cubes,2023-06-20,970.96,291,3.3366323024054982,2023,6
Van Tuxwell,UK,Organic Choco Syrup,2023-08-26,2064.71,208,9.926490384615384,2023,8
Roddy Speechley,Canada,Milk Bars,2023-07-13,679.94,34,19.99823529411765,2023,7
Camilla Castle,USA,Spicy Special Slims,2023-02-11,1311.25,251,5.22410358565737,2023,2
Marney O'Breen,USA,Orange Choco,2023-01-27,8692.64,184,47.24260869565217,2023,1
Van Tuxwell,UK,99% Dark & Pure,2023-01-31,4993.21,145,34.435931034482756,2023,1
Camilla Castle,USA,White Choc,2023-08-18,10898.19,24,454.09125,2023,8
Andria Kimpton,USA,Raspberry Choco,2023-06-30,15565.91,21,741.2338095238096,2023,6
Dotty Strutley,Australia,Fruit & Nut Bars,2023-08-23,280.59,328,0.8554573170731706,2023,8
Brien Boise,New Zealand,Mint Chip Choco,2023-08-01,66.35,197,0.33680203045685275,2023,8
Roddy Speechley,New Zealand,After Nines,2023-05-25,8766.45,10,876.6450000000001,2023,5
Roddy Speechley,Canada,Organic Choco Syrup,2023-01-10,4265.48,85,50.18211764705882,2023,1
Dennison Crosswaite,Australia,70% Dark Bites,2023-02-07,6087.53,113,53.87194690265486,2023,2
Karlen McCaffrey,USA,Orange Choco,2023-05-12,11694.48,425,27.516423529411764,2023,5
Madelene Upcott,Australia,Spicy Special Slims,2023-03-07,7616.38,392,19.42954081632653,2023,3
Dennison Crosswaite,Australia,85% Dark Bars,2023-04-05,7807.02,419,18.632505966587114,2023,4
Andria Kimpton,Canada,Caramel Stuffed Bars,2023-01-03,7990.91,343,23.297113702623907,2023,1
Dennison Crosswaite,UK,Eclairs,2023-03-24,6757.17,276,24.4825,2023,3
Madelene Upcott,India,Raspberry Choco,2023-07-07,4409.21,10,440.921,2023,7
Van Tuxwell,USA,After Nines,2023-07-26,722.25,255,2.8323529411764707,2023,7
Wilone O'Kielt,Australia,Organic Choco Syrup,2023-07-07,1896.24,115,16.489043478260868,2023,7
Karlen McCaffrey,Canada,50% Dark Bites,2023-07-15,2966.83,65,45.64353846153846,2023,7
Roddy Speechley,New Zealand,Orange Choco,2023-04-01,51.29,100,0.5129,2023,4
Beverie Moffet,Australia,Eclairs,2023-06-20,1835.42,6,305.90333333333336,2023,6
Kelci Walkden,UK,Fruit & Nut Bars,2023-06-29,14592.11,509,28.66819253438114,2023,6
Marney O'Breen,USA,50% Dark Bites,2023-06-15,1114.13,106,10.51066037735849,2023,6
Husein Augar,USA,After Nines,2023-04-08,13051.75,193,67.62564766839378,2023,4
Dennison Crosswaite,Australia,Raspberry Choco,2023-03-14,5997.71,31,193.47451612903225,2023,3
Andria Kimpton,USA,Fruit & Nut Bars,2023-07-15,1588.28,352,4.5121590909090905,2023,7
Kelci Walkden,India,Eclairs,2023-04-19,5344.21,80,66.802625,2023,4
Marney O'Breen,USA,99% Dark & Pure,2023-03-28,4646.91,317,14.659022082018927,2023,3
Brien Boise,Canada,Spicy Special Slims,2023-03-04,8929.88,100,89.29879999999999,2023,3
Karlen McCaffrey,New Zealand,70% Dark Bites,2023-08-02,141.23,38,3.7165789473684208,2023,8
Husein Augar,UK,Spicy Special Slims,2023-08-25,5068.99,45,112.64422222222221,2023,8
Marney O'Breen,USA,Almond Choco,2023-02-25,8012.72,163,49.15779141104294,2023,2
Kelci Walkden,India,Orange Choco,2023-06-07,10587.71,134,79.01276119402985,2023,6
Jan Morforth,India,Spicy Special Slims,2023-04-12,2155.62,495,4.354787878787879,2023,4
Ches Bonnell,India,Spicy Special Slims,2023-07-06,11010.43,103,106.89737864077671,2023,7
Kelci Walkden,UK,Smooth Sliky Salty,2023-01-19,6787.72,192,35.35270833333333,2023,1
Madelene Upcott,Australia,Fruit & Nut Bars,2023-01-05,5715.07,90,63.50077777777778,2023,1
Madelene Upcott,Canada,70% Dark Bites,2023-01-24,12100.65,142,85.21584507042253,2023,1
Wilone O'Kielt,Australia,Drinking Coco,2023-04-06,623.75,285,2.18859649122807,2023,4
Gunar Cockshoot,Australia,Fruit & Nut Bars,2023-06-15,6528.42,22,296.74636363636364,2023,6
Gigi Bohling,Canada,Baker's Choco Chips,2023-01-28,1540.55,47,32.77765957446808,2023,1
Kelci Walkden,India,Caramel Stuffed Bars,2023-03-16,487.06,123,3.959837398373984,2023,3
Rafaelita Blaksland,Australia,Drinking Coco,2023-02-21,11630.38,431,26.9846403712297,2023,2
Kelci Walkden,USA,Manuka Honey Choco,2023-02-16,17297.66,96,180.18395833333332,2023,2
Jehu Rudeforth,Canada,Spicy Special Slims,2023-01-13,2043.55,28,72.98392857142856,2023,1
Kelci Walkden,Australia,Eclairs,2023-03-23,8168.86,570,14.331333333333333,2023,3
Curtice Advani,Canada,Spicy Special Slims,2023-06-16,933.45,122,7.651229508196722,2023,6
Oby Sorrel,India,Raspberry Choco,2023-04-14,6826.32,44,155.14363636363635,2023,4
Kelci Walkden,UK,Eclairs,2023-01-25,5029.35,61,82.44836065573772,2023,1
Jan Morforth,India,Almond Choco,2023-03-11,5143.49,21,244.92809523809524,2023,3
Dotty Strutley,UK,Almond Choco,2023-07-28,16707.88,102,163.80274509803922,2023,7
Marney O'Breen,New Zealand,After Nines,2023-03-09,1558.87,46,33.88847826086956,2023,3
Husein Augar,Australia,Orange Choco,2023-06-28,9332.76,196,47.616122448979596,2023,6
Marney O'Breen,Australia,Milk Bars,2023-07-28,2673.47,375,7.129253333333333,2023,7
Kelci Walkden,Canada,99% Dark & Pure,2023-08-15,4950.21,54,91.67055555555555,2023,8
Kaine Padly,Australia,Manuka Honey Choco,2023-01-12,2919.11,271,10.771623616236162,2023,1
Beverie Moffet,New Zealand,White Choc,2023-03-24,8003.23,7,1143.3185714285714,2023,3
Van Tuxwell,UK,Milk Bars,2023-07-25,4902.78,91,53.87670329670329,2023,7
Oby Sorrel,Canada,99% Dark & Pure,2023-08-01,4033.53,430,9.380302325581395,2023,8
Van Tuxwell,India,Organic Choco Syrup,2023-05-16,22751.18,182,125.00648351648351,2023,5
Roddy Speechley,India,Smooth Sliky Salty,2023-08-10,5118.11,137,37.35846715328467,2023,8
Jan Morforth,India,Eclairs,2023-01-05,2835.9,26,109.07307692307693,2023,1
Ches Bonnell,UK,Smooth Sliky Salty,2023-07-11,5828.22,121,48.16710743801653,2023,7
Wilone O'Kielt,USA,After Nines,2023-04-25,396.19,32,12.3809375,2023,4
Gigi Bohling,New Zealand,Fruit & Nut Bars,2023-04-04,11226.5,118,95.13983050847457,2023,4
Barr Faughny,USA,Raspberry Choco,2023-04-12,10102.86,107,94.41925233644861,2023,4
Wilone O'Kielt,New Zealand,85% Dark Bars,2023-08-02,2084.86,119,17.519831932773112,2023,8
Gigi Bohling,New Zealand,Manuka Honey Choco,2023-06-28,8495.79,268,31.700708955223885,2023,6
Ches Bonnell,Australia,Eclairs,2023-07-05,4248.34,130,32.67953846153846,2023,7
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2023-06-07,2236.11,46,48.61108695652174,2023,6
Brien Boise,New Zealand,Smooth Sliky Salty,2023-01-18,1124.27,26,43.24115384615384,2023,1
Brien Boise,Australia,Baker's Choco Chips,2023-01-04,12870.47,227,56.69810572687224,2023,1
Dennison Crosswaite,Australia,99% Dark & Pure,2023-01-31,3017.66,19,158.8242105263158,2023,1
Kelci Walkden,India,Almond Choco,2023-03-14,3574.12,149,23.98738255033557,2023,3
Camilla Castle,Australia,70% Dark Bites,2023-04-29,6249.31,509,12.27762278978389,2023,4
Oby Sorrel,India,Smooth Sliky Salty,2023-02-07,10759.61,107,100.55710280373832,2023,2
Kaine Padly,UK,Organic Choco Syrup,2023-03-31,2508.03,175,14.331600000000002,2023,3
Marney O'Breen,India,Caramel Stuffed Bars,2023-03-16,4997.82,83,60.214698795180716,2023,3
Karlen McCaffrey,UK,Eclairs,2023-01-25,7901.09,200,39.50545,2023,1
Van Tuxwell,India,Baker's Choco Chips,2023-06-20,3133.42,479,6.541586638830898,2023,6
Gigi Bohling,UK,After Nines,2023-03-29,8320.29,171,48.65666666666667,2023,3
Curtice Advani,Australia,Orange Choco,2023-07-12,909.93,132,6.89340909090909,2023,7
Jehu Rudeforth,Canada,Smooth Sliky Salty,2023-07-11,5631.26,142,39.65676056338028,2023,7
Karlen McCaffrey,Canada,Smooth Sliky Salty,2023-01-19,3283.44,186,17.65290322580645,2023,1
Andria Kimpton,USA,85% Dark Bars,2023-04-05,9458.03,87,108.71298850574713,2023,4
Jehu Rudeforth,Canada,Milk Bars,2023-02-21,7726.25,12,643.8541666666666,2023,2
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2023-05-20,14369.4,15,957.9599999999999,2023,5
Mallorie Waber,Australia,Milk Bars,2023-07-29,2829.57,106,26.694056603773586,2023,7
Barr Faughny,USA,Fruit & Nut Bars,2023-01-28,9370.61,45,208.2357777777778,2023,1
Marney O'Breen,UK,Caramel Stuffed Bars,2023-07-19,3651.49,112,32.60258928571428,2023,7
Mallorie Waber,New Zealand,Manuka Honey Choco,2023-04-13,10229.99,12,852.4991666666666,2023,4
Roddy Speechley,India,Peanut Butter Cubes,2023-02-11,11596.89,22,527.1313636363636,2023,2
Roddy Speechley,New Zealand,Milk Bars,2023-03-02,5857.9,111,52.77387387387387,2023,3
Ches Bonnell,Australia,White Choc,2023-03-02,1177.64,206,5.716699029126214,2023,3
Van Tuxwell,USA,99% Dark & Pure,2023-07-28,12930.11,6,2155.0183333333334,2023,7
Kelci Walkden,India,After Nines,2023-01-07,1732.04,531,3.261845574387947,2023,1
Brien Boise,UK,White Choc,2023-04-12,5837.17,173,33.74086705202312,2023,4
Van Tuxwell,Canada,Almond Choco,2023-06-27,3424.66,70,48.92371428571428,2023,6
Jehu Rudeforth,Australia,50% Dark Bites,2023-01-14,5700.28,422,13.50777251184834,2023,1
Karlen McCaffrey,UK,Baker's Choco Chips,2023-02-07,5094.48,373,13.658123324396781,2023,2
Jehu Rudeforth,Australia,Orange Choco,2023-03-23,14529.2,26,558.8153846153847,2023,3
Marney O'Breen,India,Peanut Butter Cubes,2023-01-10,6761.28,145,46.62951724137931,2023,1
Oby Sorrel,UK,Choco Coated Almonds,2023-03-17,10370.44,44,235.6918181818182,2023,3
Gigi Bohling,USA,Spicy Special Slims,2023-01-21,12450.24,57,218.42526315789473,2023,1
Barr Faughny,Australia,White Choc,2023-07-04,8927.63,386,23.128575129533676,2023,7
Kaine Padly,Canada,Peanut Butter Cubes,2023-07-04,3438.7,191,18.00366492146597,2023,7
Dotty Strutley,USA,Manuka Honey Choco,2023-08-10,299.71,207,1.4478743961352656,2023,8
Dennison Crosswaite,Australia,50% Dark Bites,2023-04-01,7374.26,12,614.5216666666666,2023,4
Gigi Bohling,India,Raspberry Choco,2023-02-22,2775.87,174,15.953275862068965,2023,2
Camilla Castle,UK,White Choc,2023-01-03,9957.66,194,51.32814432989691,2023,1
Karlen McCaffrey,India,Drinking Coco,2023-05-31,5064.88,251,20.178804780876494,2023,5
Dotty Strutley,UK,99% Dark & Pure,2023-01-03,9865.05,273,36.135714285714286,2023,1
Husein Augar,New Zealand,Caramel Stuffed Bars,2023-01-27,571.52,489,1.1687525562372187,2023,1
Barr Faughny,UK,50% Dark Bites,2023-01-28,656.44,67,9.79761194029851,2023,1
Curtice Advani,Australia,Organic Choco Syrup,2023-06-28,4008.93,301,13.318704318936877,2023,6
Husein Augar,UK,Choco Coated Almonds,2023-03-02,4679.06,43,108.81534883720931,2023,3
Wilone O'Kielt,Australia,After Nines,2023-05-27,3446.84,28,123.10142857142857,2023,5
Dennison Crosswaite,USA,Almond Choco,2023-06-30,11884.52,82,144.93317073170732,2023,6
Barr Faughny,Canada,Peanut Butter Cubes,2023-06-07,2167.19,85,25.49635294117647,2023,6
Kaine Padly,USA,70% Dark Bites,2023-05-12,4199.84,107,39.25084112149533,2023,5
Barr Faughny,New Zealand,Raspberry Choco,2023-07-29,7358.7,68,108.21617647058824,2023,7
Dennison Crosswaite,UK,White Choc,2023-08-03,7870.09,274,28.722956204379564,2023,8
Barr Faughny,India,Baker's Choco Chips,2023-08-18,7454.25,148,50.366554054054056,2023,8
Van Tuxwell,New Zealand,Smooth Sliky Salty,2023-06-14,3112.3,41,75.90975609756099,2023,6
Beverie Moffet,UK,White Choc,2023-06-30,6901.22,80,86.26525000000001,2023,6
Camilla Castle,New Zealand,Mint Chip Choco,2023-06-13,1178.0,199,5.919597989949748,2023,6
Ches Bonnell,UK,Orange Choco,2023-04-27,14953.83,53,282.14773584905663,2023,4
Jan Morforth,Australia,White Choc,2023-07-27,3958.57,33,119.95666666666668,2023,7
Mallorie Waber,Canada,85% Dark Bars,2023-04-20,1639.01,430,3.8116511627906977,2023,4
Rafaelita Blaksland,India,Spicy Special Slims,2023-01-04,8586.04,144,59.62527777777778,2023,1
Ches Bonnell,Australia,Mint Chip Choco,2023-02-21,10000.22,98,102.04306122448979,2023,2
Karlen McCaffrey,Australia,White Choc,2023-01-05,8448.39,52,162.46903846153845,2023,1
Beverie Moffet,India,Drinking Coco,2023-07-15,6984.74,51,136.9556862745098,2023,7
Brien Boise,Australia,Choco Coated Almonds,2023-05-25,5641.54,61,92.48426229508196,2023,5
Karlen McCaffrey,Canada,Eclairs,2023-04-20,3850.87,372,10.351801075268817,2023,4
Gigi Bohling,USA,99% Dark & Pure,2023-06-02,885.68,240,3.6903333333333332,2023,6
Marney O'Breen,UK,Smooth Sliky Salty,2023-05-13,21251.67,91,233.53483516483516,2023,5
Beverie Moffet,New Zealand,Baker's Choco Chips,2023-08-03,1452.61,142,10.229647887323942,2023,8
Beverie Moffet,Australia,Milk Bars,2023-05-25,793.17,400,1.9829249999999998,2023,5
Van Tuxwell,UK,Raspberry Choco,2023-03-16,7152.22,83,86.17132530120482,2023,3
Jan Morforth,Australia,Orange Choco,2023-07-04,3364.44,126,26.701904761904764,2023,7
Jehu Rudeforth,India,50% Dark Bites,2023-07-05,3470.6,129,26.903875968992246,2023,7
Madelene Upcott,USA,After Nines,2023-03-15,4676.32,440,10.628,2023,3
Barr Faughny,UK,Raspberry Choco,2023-08-22,6323.45,70,90.335,2023,8
Ches Bonnell,Australia,70% Dark Bites,2023-01-12,3252.7,119,27.33361344537815,2023,1
Marney O'Breen,UK,Baker's Choco Chips,2023-06-10,254.16,161,1.5786335403726708,2023,6
Kaine Padly,Australia,Peanut Butter Cubes,2023-03-25,6127.37,299,20.4928762541806,2023,3
Rafaelita Blaksland,India,Almond Choco,2023-07-27,3791.66,100,37.916599999999995,2023,7
Husein Augar,UK,Caramel Stuffed Bars,2023-04-15,17059.69,456,37.41160087719298,2023,4
Roddy Speechley,India,Orange Choco,2023-06-27,4154.44,18,230.8022222222222,2023,6
Jehu Rudeforth,UK,70% Dark Bites,2023-04-14,6168.51,280,22.030392857142857,2023,4
Husein Augar,Australia,Manuka Honey Choco,2023-03-15,7984.45,95,84.04684210526315,2023,3
Madelene Upcott,USA,Eclairs,2023-03-18,9108.33,213,42.76211267605634,2023,3
Brien Boise,India,Eclairs,2023-04-29,1511.51,58,26.06051724137931,2023,4
Mallorie Waber,New Zealand,White Choc,2023-02-25,3364.28,265,12.695396226415095,2023,2
Husein Augar,USA,Milk Bars,2023-03-02,934.49,54,17.30537037037037,2023,3
Van Tuxwell,Australia,Milk Bars,2023-06-20,8895.7,91,97.75494505494507,2023,6
Beverie Moffet,Canada,White Choc,2023-07-15,9957.2,185,53.822702702702706,2023,7
Dotty Strutley,Australia,50% Dark Bites,2023-05-12,3359.18,256,13.121796875,2023,5
Mallorie Waber,New Zealand,Organic Choco Syrup,2023-07-01,5098.29,276,18.472065217391304,2023,7
Husein Augar,USA,85% Dark Bars,2023-08-08,398.28,52,7.659230769230769,2023,8
Madelene Upcott,Australia,50% Dark Bites,2023-07-25,7473.14,6,1245.5233333333333,2023,7
Wilone O'Kielt,UK,Drinking Coco,2023-05-18,3638.66,59,61.67220338983051,2023,5
Camilla Castle,India,Peanut Butter Cubes,2023-07-15,12507.08,284,44.039014084507045,2023,7
Curtice Advani,India,70% Dark Bites,2023-07-05,2393.79,48,49.870625,2023,7
Mallorie Waber,USA,Manuka Honey Choco,2023-07-04,6136.99,94,65.28712765957447,2023,7
Dotty Strutley,UK,70% Dark Bites,2023-06-20,1264.43,232,5.450129310344828,2023,6
Gunar Cockshoot,Australia,Almond Choco,2023-01-25,4101.26,425,9.650023529411765,2023,1
Kaine Padly,New Zealand,Spicy Special Slims,2023-07-01,8106.88,40,202.672,2023,7
Gigi Bohling,USA,50% Dark Bites,2023-04-13,2456.1,58,42.34655172413793,2023,4
Beverie Moffet,UK,Smooth Sliky Salty,2023-05-04,4726.6,75,63.02133333333334,2023,5
Beverie Moffet,Australia,Baker's Choco Chips,2023-08-04,3482.73,108,32.2475,2023,8
Beverie Moffet,India,70% Dark Bites,2023-06-01,467.19,159,2.938301886792453,2023,6
Jehu Rudeforth,UK,Choco Coated Almonds,2023-04-22,4875.38,185,26.353405405405407,2023,4
Kaine Padly,USA,50% Dark Bites,2023-08-03,70.6,27,2.6148148148148147,2023,8
Ches Bonnell,USA,Orange Choco,2023-06-10,1835.22,73,25.14,2023,6
Gunar Cockshoot,UK,Manuka Honey Choco,2023-06-27,7304.74,49,149.07632653061225,2023,6
Marney O'Breen,Australia,Smooth Sliky Salty,2023-01-03,3967.85,163,24.342638036809817,2023,1
Marney O'Breen,India,After Nines,2023-07-11,2800.67,190,14.740368421052631,2023,7
Ches Bonnell,New Zealand,Milk Bars,2023-08-17,4474.52,120,37.287666666666674,2023,8
Rafaelita Blaksland,USA,Fruit & Nut Bars,2023-01-18,2737.03,63,43.444920634920635,2023,1
Ches Bonnell,India,Organic Choco Syrup,2023-03-08,16717.26,102,163.89470588235292,2023,3
Mallorie Waber,Australia,Orange Choco,2023-03-07,16112.73,282,57.13734042553191,2023,3
Husein Augar,India,70% Dark Bites,2023-05-09,6898.0,163,42.31901840490798,2023,5
Barr Faughny,New Zealand,85% Dark Bars,2023-05-23,2151.04,170,12.653176470588235,2023,5
Madelene Upcott,UK,Caramel Stuffed Bars,2023-04-15,172.51,152,1.1349342105263158,2023,4
Gigi Bohling,Australia,Drinking Coco,2023-07-27,2949.02,153,19.274640522875817,2023,7
Marney O'Breen,Canada,Choco Coated Almonds,2023-08-22,2790.72,435,6.415448275862069,2023,8
Ches Bonnell,USA,70% Dark Bites,2023-05-11,5054.42,127,39.798582677165356,2023,5
Madelene Upcott,India,Organic Choco Syrup,2023-01-26,5418.75,37,146.4527027027027,2023,1
Barr Faughny,USA,50% Dark Bites,2023-04-14,14604.67,128,114.098984375,2023,4
Dennison Crosswaite,New Zealand,Mint Chip Choco,2023-04-05,6668.93,419,15.916300715990454,2023,4
Marney O'Breen,New Zealand,Smooth Sliky Salty,2023-06-14,9689.7,58,167.0637931034483,2023,6
Brien Boise,Canada,Almond Choco,2023-04-13,5026.81,123,40.86837398373984,2023,4
Beverie Moffet,Australia,White Choc,2023-06-27,2379.01,178,13.365224719101125,2023,6
Dotty Strutley,Australia,Eclairs,2023-01-26,7770.55,3,2590.1833333333334,2023,1
Barr Faughny,UK,White Choc,2023-07-05,1837.47,77,23.863246753246752,2023,7
Beverie Moffet,Canada,Baker's Choco Chips,2023-01-11,14625.75,90,162.50833333333333,2023,1
Kelci Walkden,USA,White Choc,2023-03-07,10305.4,22,468.42727272727274,2023,3
Kaine Padly,Canada,50% Dark Bites,2023-03-04,8798.99,99,88.87868686868687,2023,3
Karlen McCaffrey,Canada,Organic Choco Syrup,2023-07-15,2466.59,309,7.982491909385113,2023,7
Kaine Padly,UK,Peanut Butter Cubes,2023-05-11,6564.2,92,71.35,2023,5
Karlen McCaffrey,USA,Milk Bars,2023-01-27,4764.56,7,680.6514285714286,2023,1
Karlen McCaffrey,India,Orange Choco,2023-06-27,3172.08,153,20.73254901960784,2023,6
Ches Bonnell,India,Smooth Sliky Salty,2023-08-03,8062.0,20,403.1,2023,8
Wilone O'Kielt,New Zealand,Mint Chip Choco,2023-08-19,12382.41,245,50.54044897959184,2023,8
Wilone O'Kielt,Australia,Fruit & Nut Bars,2023-06-15,413.6,111,3.7261261261261263,2023,6
Dennison Crosswaite,UK,Peanut Butter Cubes,2023-02-07,10186.18,154,66.14402597402598,2023,2
Karlen McCaffrey,Australia,Almond Choco,2023-07-08,7936.84,138,57.513333333333335,2023,7
Dennison Crosswaite,India,Milk Bars,2023-04-21,1712.72,93,18.416344086021507,2023,4
Ches Bonnell,UK,Mint Chip Choco,2023-04-08,3088.98,226,13.668053097345133,2023,4
Husein Augar,Australia,50% Dark Bites,2023-08-19,14953.43,51,293.20450980392155,2023,8
Jan Morforth,India,Fruit & Nut Bars,2023-05-04,3219.13,54,59.61351851851852,2023,5
Mallorie Waber,USA,85% Dark Bars,2023-05-11,2700.61,112,24.112589285714286,2023,5
Mallorie Waber,USA,Eclairs,2023-03-22,7219.96,53,136.22566037735848,2023,3
Dennison Crosswaite,Canada,Spicy Special Slims,2023-08-10,2634.13,234,11.256965811965813,2023,8
Dennison Crosswaite,USA,Fruit & Nut Bars,2023-05-04,1630.95,321,5.080841121495327,2023,5
Kelci Walkden,USA,99% Dark & Pure,2023-08-18,8250.66,258,31.979302325581394,2023,8
Dotty Strutley,Canada,Raspberry Choco,2023-08-03,4849.3,248,19.553629032258065,2023,8
Marney O'Breen,New Zealand,Milk Bars,2023-01-14,7940.49,328,24.208810975609754,2023,1
Madelene Upcott,Australia,Choco Coated Almonds,2023-04-08,2106.93,69,30.535217391304347,2023,4
Kelci Walkden,UK,Orange Choco,2023-08-01,3911.85,3,1303.95,2023,8
Dennison Crosswaite,Canada,Eclairs,2023-03-15,483.04,45,10.734222222222222,2023,3
Karlen McCaffrey,India,Mint Chip Choco,2023-07-15,11380.7,192,59.27447916666667,2023,7
Barr Faughny,New Zealand,Almond Choco,2023-01-13,6372.68,131,48.64641221374046,2023,1
Mallorie Waber,Australia,85% Dark Bars,2023-08-26,2714.76,52,52.20692307692308,2023,8
